YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2012,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV,X,8.3,6.1,7.3,39,168
2014,SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,9.5,6.5,8.1,35,186
2016,ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
2010,CHEVROLET,EXPRESS PASSENGER,VAN - PASSENGER,5.3,8,A4,X,16.8,11.9,14.6,19,336
2021,Porsche,911 Carrera,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,24,275
2020,Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,158
2010,DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,X,15.6,10.8,13.5,21,310
2016,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS8,Z,15.2,10.2,12.9,22,300
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30,255
2017,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.8,8.1,9.0,31,211
2022,MINI,John Cooper Works 3 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,31,211
2009,MAZDA,B4000,PICKUP TRUCK - SMALL,4.0,6,A5,X,13.4,9.7,11.7,24,269
2005,VOLKSWAGEN,JETTA WAGON TDI DIESEL,STATION WAGON - SMALL,1.9,4,M5,D,6.5,4.6,5.6,50,151
2017,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,AS9,Z,12.0,9.2,10.7,26,252
2016,BMW,320i,COMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
2008,MERCEDES-BENZ,B 200,STATION WAGON - SMALL,2.0,4,M5,Z,9.2,6.7,8.1,35,186
2018,Lexus,GS 450h,Mid-size,3.5,6,AV8,Z,8.0,6.9,7.5,38,176
2006,SUBARU,FORESTER 2.5XT AWD,SUV,2.5,4,A4,Z,11.4,8.5,10.1,28,232
2002,OLDSMOBILE,INTRIGUE,MID-SIZE,3.5,6,A4,X,11.8,7.4,9.8,29,225
2011,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,5.5,8,A7,Z,14.0,8.7,11.6,24,267
2017,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
2013,BMW,328i,COMPACT,2.0,4,M6,Z,9.0,5.6,7.5,38,172
2011,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,4.5,4.8,4.6,61,106
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,14.7,11.0,13.1,22,306
2002,MAZDA,PROTEGE/PROTEGE5,COMPACT,2.0,4,M5,X,9.6,7.3,8.6,33,198
2001,SUBARU,IMPREZA AWD,SUBCOMPACT,2.2,4,A4,X,10.3,7.4,9.0,31,207
2019,Volkswagen,Golf SportWagen 4MOTION,Station wagon: Small,1.8,4,AM6,X,10.8,8.1,9.6,29,224
2008,MERCEDES-BENZ,E 320 BLUETEC TURBO,MID-SIZE,3.0,6,A7,D,9.0,6.1,7.7,37,208
2007,TOYOTA,PRIUS,MID-SIZE,1.5,4,AV,X,4.0,4.2,4.1,69,94
2016,MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204
2013,BENTLEY,CONTINENTAL SUPERSPORTS CONVERTIBLE,SUBCOMPACT,6.0,12,AM6,Z,18.8,11.2,15.4,18,354
2022,Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,A7,X,9.5,7.4,8.5,33,200
2018,Chevrolet,Cruze Diesel,Compact,1.6,4,A9,D,7.7,5.0,6.5,43,175
2021,BMW,M235i xDrive Gran Coupe,Compact,2.0,4,AS8,Z,10.4,7.7,9.2,31,213
2021,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,X,10.6,9.3,10.0,28,235
2003,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,17.3,12.3,15.0,19,345
2015,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,12.5,23,288
2019,Dodge,Charger AWD FFV,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258
2010,BMW,535i xDRIVE,MID-SIZE,3.0,6,M6,Z,12.1,7.9,10.2,28,235
2013,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,7.9,5.8,7.0,40,161
2008,MERCEDES-BENZ,ML 320 CDI 4MATIC TURBO,SUV,3.0,6,A7,D,11.3,8.3,10.0,28,270
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,A6,Z,10.3,7.9,9.3,30,214
2002,SATURN,LW200 WAGON,STATION WAGON - MID-SIZE,2.2,4,A4,X,10.4,7.3,9.0,31,207
2003,GMC,K1500 YUKON XL 4X4,SUV,5.3,8,A4,X,17.7,12.3,15.3,18,352
2001,CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,17.1,12.8,15.2,19,350
2013,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,12.5,8.4,10.7,26,246
2016,NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,AV7,X,10.3,7.4,9.0,31,212
2009,ACURA,RL AWD,MID-SIZE,3.7,6,AS5,Z,13.1,9.0,11.2,25,258
2018,Lamborghini,Aventador S Roadster,Two-seater,6.5,12,AM7,Z,24.2,14.5,19.8,14,464
2004,BMW,325i TOURING,STATION WAGON - SMALL,2.5,6,AM6,Z,10.6,6.8,8.9,32,205
2007,CHEVROLET,COBALT,SUBCOMPACT,2.4,4,A4,Z,9.4,6.7,8.2,34,189
2017,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330
2010,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,7.9,5.7,6.9,41,159
2001,PONTIAC,AZTEK,SUV,3.4,6,A4,X,12.3,8.3,10.5,27,242
2004,FORD,TAURUS #,MID-SIZE,3.0,6,A4,X,11.8,8.0,10.1,28,232
2007,PORSCHE,911 GT3,MINICOMPACT,3.6,6,M6,Z,14.0,8.9,11.3,25,260
2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,13.7,10.0,12.0,24,281
2016,BMW,528i xDRIVE,MID-SIZE,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
2015,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,258
2018,Mazda,Mazda3 5-Door (SIL),Mid-size,2.0,4,M6,X,8.6,6.4,7.6,37,178
2005,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A5,X,17.0,11.4,14.5,19,334
2016,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
2008,PORSCHE,CAYENNE,SUV,3.6,6,AS6,Z,14.6,10.0,12.5,23,288
2020,Ford,Explorer AWD,SUV: Standard,3.0,6,AS10,X,13.3,9.8,11.8,24,278
2015,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274
2004,SAAB,9-5 LINEAR WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,AS5,X,12.1,7.5,10.0,28,230
2001,ACURA,MDX,SUV,3.5,6,A5,Z,13.9,9.4,11.9,24,274
2013,BMW,750i xDRIVE,FULL-SIZE,4.4,8,A8,Z,12.9,8.3,10.8,26,248
2012,PORSCHE,911 CARRERA BLACK EDITION,MINICOMPACT,3.6,6,AS7,Z,11.1,7.3,9.4,30,216
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M5,X,8.3,6.5,7.5,38,172
2013,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,9.7,6.8,8.4,34,193
2020,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,38,173
2011,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,11.3,7.5,9.6,29,221
2007,FERRARI,F430 COUPE,TWO-SEATER,4.3,8,AS6,Z,19.1,12.3,16.0,18,368
2010,GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,A4,X,11.4,8.1,10.0,28,230
2009,GMC,YUKON XL FFV,SUV,5.3,8,A6,X,15.0,9.8,12.7,22,292
2006,MAZDA,MAZDA6 SPORT WAGON,STATION WAGON - MID-SIZE,3.0,6,AS6,X,12.1,7.9,10.2,28,235
2000,VOLVO,V70 GLT TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,12.1,8.2,10.3,27,237
2021,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,31,222
2005,MERCEDES-BENZ,CLK 500 CABRIOLET,SUBCOMPACT,5.0,8,A7,Z,14.0,8.7,11.6,24,267
2022,Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,20,330
2018,Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,30,217
2000,ISUZU,HOMBRE 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.1,10.9,13.2,21,304
2020,Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,25,268
2013,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,11.6,8.0,10.0,28,230
2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,15.9,11.1,13.8,20,221
2005,VOLVO,S60 R AWD TURBO,COMPACT,2.5,5,AS5,Z,13.2,8.9,11.2,25,258
2005,MERCEDES-BENZ,E 500 4-MATIC WAGON,STATION WAGON - MID-SIZE,5.0,8,AS5,Z,14.8,10.9,13.1,22,301
2009,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,6.2,8,AS7,Z,17.9,10.6,14.6,19,336
2006,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,16.1,11.5,14.0,20,322
2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,22.0,16.5,19.5,14,312
2011,CHEVROLET,SUBURBAN 4WD,SUV,5.3,8,A6,X,14.4,9.5,12.2,23,281
2015,SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,8.5,6.4,7.6,37,175
2008,MERCEDES-BENZ,E 63 AMG SEDAN,MID-SIZE,6.2,8,AS7,Z,17.2,10.8,14.3,20,329
2001,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,13.3,8.6,11.2,25,258
2005,BUICK,RENDEZVOUS,SUV,3.6,6,A4,X,12.8,8.1,10.7,26,246
2010,AUDI,R8,TWO-SEATER,4.2,8,AS6,Z,17.0,11.0,14.3,20,329
2007,FERRARI,F430 SPIDER,TWO-SEATER,4.3,8,M6,Z,18.8,12.4,15.9,18,366
2014,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.3,7.3,9.5,30,219
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,E,21.0,14.7,18.1,16,301
2019,Nissan,Frontier,Pickup truck: Small,4.0,6,A5,X,14.7,10.3,12.7,22,299
2011,BMW,M3 COUPE,SUBCOMPACT,4.0,8,AM7,Z,15.4,9.9,12.9,22,297
2022,Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,AM8,Z,12.8,10.2,11.7,24,273
2014,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,17.3,10.5,14.2,20,327
2022,Lexus,UX 200,Mid-size,2.0,4,AS10,X,8.0,6.3,7.2,39,168
2015,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31,209
2003,BENTLEY,CONTINENTAL T TURBO,SUBCOMPACT,6.7,8,A4,Z,21.2,13.8,17.9,16,412
2012,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AS7,Z,12.7,8.1,10.6,27,244
2006,PORSCHE,CARRERA 4S COUPE,MINICOMPACT,3.8,6,AS5,Z,12.8,8.7,11.0,26,253
2015,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,294
2011,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.1,9.9,12.2,23,281
2012,FORD,MUSTANG CONV,SUBCOMPACT,3.7,6,A6,X,11.9,7.8,10.1,28,232
2005,PORSCHE,CARRERA 4 CABRIOLET KIT,MINICOMPACT,3.6,6,AS5,Z,13.9,9.5,11.9,24,274
2001,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,A4,X,14.9,11.2,13.2,21,304
2018,Porsche,911 Carrera 4S,Minicompact,3.0,6,M7,Z,12.1,8.4,10.4,27,243
2011,HYUNDAI,SANTA FE 4WD,SUV,2.4,4,AS6,X,10.6,8.0,9.4,30,216
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,7.5,5.4,6.6,43,152
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,M5,Z,9.6,7.2,8.5,33,196
2020,Genesis,G80 AWD,Full-size,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
2019,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.0,12.5,14.4,20,339
2009,VOLVO,V50 T5 AWD TURBO,STATION WAGON - SMALL,2.5,5,M6,X,12.0,7.8,10.1,28,232
2021,Acura,TLX SH-AWD A-SPEC,Compact,2.0,4,AS10,Z,11.3,8.1,9.8,29,231
2021,Chevrolet,Silverado,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318
2019,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
2022,Audi,S5 Coupe quattro,Subcompact,3.0,6,AS8,Z,11.1,8.0,9.7,29,227
2020,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12.0,14.8,19,349
2013,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,Z,14.9,10.6,13.0,22,299
2018,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.9,11.2,13.2,21,311
2015,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,356
2016,LEXUS,GS F,COMPACT,5.0,8,AS8,Z,14.9,9.7,12.5,23,293
2018,Subaru,BRZ,Minicompact,2.0,4,AS6,Z,9.7,7.2,8.6,33,200
2018,Chevrolet,Cruze Hatchback Premier,Mid-size,1.4,4,AS6,X,8.4,6.4,7.5,38,176
2002,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,M6,Z,12.4,7.9,10.4,27,239
2004,MERCEDES-BENZ,E 500,MID-SIZE,5.0,8,A7,Z,14.4,9.1,12.0,24,276
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,9.9,6.9,8.5,33,196
2017,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS7,Z,10.7,7.6,9.3,30,221
2019,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289
2010,MAZDA,B4000 4X4,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.1,11.2,13.4,21,308
2013,SUZUKI,KIZASHI S AWD,COMPACT,2.4,4,AV,X,9.3,6.8,8.2,34,189
2006,MERCEDES-BENZ,SL 600 TURBO,TWO-SEATER,5.5,12,A5,Z,18.5,11.4,15.3,18,352
2005,INFINITI,FX35 AWD,SUV,3.5,6,AS5,X,14.4,9.9,12.4,23,285
2013,CADILLAC,CTS,MID-SIZE,3.0,6,M6,X,13.3,7.7,10.8,26,248
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252
2010,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,3.5,6,AS6,X,12.9,7.4,10.4,27,239
2012,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.0,11.4,13.4,21,308
2017,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284
2008,CADILLAC,STS #,MID-SIZE,3.6,6,AS6,X,12.2,7.5,10.1,28,232
2013,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,17.3,10.5,14.2,20,327
2014,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,7.9,6.0,7.1,40,163
2009,NISSAN,SENTRA,MID-SIZE,2.5,4,AV,X,8.7,6.5,7.7,37,177
2019,Mercedes-Benz,Maybach S 560 4MATIC,Full-size,4.0,8,A9,Z,14.4,9.5,12.2,23,286
2005,SUBARU,FORESTER XT AWD,SUV,2.5,4,M5,Z,12.2,9.0,10.8,26,248
2010,SUBARU,OUTBACK PZEV,SUV,2.5,4,M6,X,10.6,7.4,9.2,31,212
2011,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,X,12.0,7.6,10.0,28,230
2018,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258
2015,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,X,8.4,6.9,7.7,37,177
2006,GMC,K1500 SIERRA HYBRID 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.3,11.3,13.0,22,299
2018,Mercedes-Benz,AMG GT C Coupe,Two-seater,4.0,8,AM7,Z,15.5,11.7,13.8,20,322
2005,SATURN,VUE,SUV,2.2,4,M5,X,10.4,7.4,9.0,31,207
2003,GMC,ENVOY XL,SUV,5.3,8,A4,X,15.6,11.4,13.7,21,315
2009,AUDI,S5,SUBCOMPACT,4.2,8,M6,Z,15.1,9.4,12.6,22,290
2008,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.9,11.8,14.6,19,336
2015,BMW,228i COUPE,SUBCOMPACT,2.0,4,M6,Z,10.7,6.9,9.0,31,207
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,6.6,5.0,5.9,48,136
2004,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,MINICOMPACT,2.0,4,M5,X,9.9,7.1,8.6,33,198
2013,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,14.2,8.6,11.7,24,269
2012,LEXUS,IS 250 AWD,SUBCOMPACT,2.5,6,AS6,Z,10.5,7.4,9.1,31,209
2012,FORD,FUSION AWD,MID-SIZE,3.5,6,AS6,X,12.3,8.0,10.4,27,239
2009,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,A4,X,15.6,11.3,13.7,21,315
2005,FORD,FREESTYLE,SUV,3.0,6,AV,X,11.7,8.1,10.1,28,232
2000,VOLVO,C70 TURBO,COMPACT,2.3,5,M5,Z,11.5,7.8,9.8,29,225
2016,BMW,M5,MID-SIZE,4.4,8,M6,Z,16.1,10.9,13.7,21,321
2020,Toyota,Camry Hybrid XLE/SE,Mid-size,2.5,4,AV,X,5.3,5.0,5.1,55,121
2010,NISSAN,XTERRA 4WD,SUV,4.0,6,A5,X,14.5,10.1,12.5,23,288
2002,BMW,330Ci,SUBCOMPACT,3.0,6,M5,Z,11.3,7.3,9.5,30,218
2003,GMC,K1500 YUKON 4X4 FFV,SUV,5.3,8,A4,E,22.7,16.0,19.7,14,315
2004,CHEVROLET,ASTRO AWD PASSENGER,VAN - CARGO,4.3,6,A4,X,17.3,12.6,15.2,19,350
2005,BUICK,RENDEZVOUS AWD,SUV,3.6,6,A4,X,13.3,8.6,11.2,25,258
2010,CHEVROLET,EQUINOX,SUV,2.4,4,A6,X,9.2,6.1,7.8,36,179
2002,DODGE,DURANGO 4X4,SUV,4.7,8,A4,X,18.0,12.2,15.4,18,354
2007,KIA,SPORTAGE,SUV,2.7,6,A4,X,12.1,8.5,10.5,27,242
2017,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
2006,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,7.8,5.6,6.8,42,156
2012,DODGE,CHARGER SRT8 (FuelSaver MDS),FULL-SIZE,6.4,8,AS5,Z,15.0,8.7,12.2,23,281
2022,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,13.5,9.1,11.5,25,273
2005,HONDA,CIVIC,COMPACT,2.0,4,M5,X,9.2,7.0,8.2,34,189
2016,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.0,8.4,34,196
2021,BMW,X4 xDrive30i,SUV: Small,2.0,4,AS8,Z,10.2,8.2,9.3,30,217
2021,Infiniti,Q60 AWD,Subcompact,3.0,6,AS7,Z,12.3,8.7,10.7,26,252
2001,CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,11.7,8.3,10.2,28,235
2007,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,3.7,5,A4,X,14.4,9.6,12.2,23,281
2009,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.1,5.3,6.3,45,145
2017,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS8,Z,14.9,10.3,13.1,22,300
2008,CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,16.3,11.9,14.3,20,329
2007,BUICK,TERRAZA FFV,MINIVAN,3.9,6,A4,E,17.8,11.5,14.9,19,238
2002,FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,A4,X,12.4,8.4,10.6,27,244
2010,CHRYSLER,300 AWD,FULL-SIZE,3.5,6,AS5,X,12.6,8.6,10.8,26,248
2008,VOLVO,V50 T5,STATION WAGON - SMALL,2.5,5,M6,Z,10.7,7.0,9.0,31,207
2016,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,195
2008,LINCOLN,MARK LT 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,17.0,12.1,14.8,19,340
2006,JEEP,TJ 4X4,SUV,4.0,6,M6,X,15.4,11.6,13.7,21,315
2008,BMW,528xi,MID-SIZE,3.0,6,M6,Z,12.3,7.6,10.2,28,235
2006,HONDA,ELEMENT 4X4,SUV,2.4,4,A4,X,11.2,8.8,10.1,28,232
2012,MERCEDES-BENZ,C 300 4MATIC,COMPACT,3.0,6,A7,Z,11.8,7.9,10.1,28,232
2022,Ram,1500 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,10.5,7.3,9.0,31,243
2018,Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,39,169
2022,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15.2,10.8,13.2,21,311
2000,MAZDA,MPV,MINIVAN,2.5,6,A4,X,13.6,9.9,11.9,24,274
2018,Toyota,RAV4 LE/XLE,SUV: Small,2.5,4,AS6,X,10.0,7.8,9.0,31,210
2016,BMW,550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
2009,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.8,10.1,12.7,22,292
2004,JAGUAR,XK8 CONVERTIBLE,MINICOMPACT,4.2,8,A6,Z,13.3,8.4,11.1,25,255
2009,HYUNDAI,AZERA,FULL-SIZE,3.8,6,AS5,X,12.2,7.8,10.2,28,235
2017,BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2008,GMC,YUKON XL,SUV,6.0,8,A4,X,17.0,11.5,14.5,19,334
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,E,17.2,13.1,15.4,18,252
2006,JAGUAR,VANDEN PLAS,FULL-SIZE,4.2,8,A6,Z,11.7,6.9,9.5,30,218
2018,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4,AS6,X,12.7,10.6,11.7,24,274
2001,FORD,ESCAPE,SUV,3.0,6,A4,X,13.1,8.9,11.2,25,258
2016,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,210
2022,Porsche,911 GT3,Minicompact,4.0,6,AM7,Z,15.6,12.7,14.3,20,334
2005,GMC,K1500 YUKON AWD FFV,SUV,5.3,8,A4,X,17.9,13.3,15.8,18,363
2008,LEXUS,LS 460 L,FULL-SIZE,4.6,8,AS8,Z,12.9,8.2,10.8,26,248
2019,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,270
2005,VOLKSWAGEN,TOUAREG TDI DIESEL,SUV,5.0,10,AS6,D,13.8,9.2,11.7,24,316
2013,MERCEDES-BENZ,ML 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,15.5,11.5,13.7,21,315
2007,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,4.0,6,M6,X,13.5,10.1,12.0,24,276
2009,ASTON MARTIN,DB9,MINICOMPACT,5.9,12,AS6,Z,17.3,10.4,14.2,20,327
2016,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,298
2017,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
2020,Alfa Romeo,4C Spider,Two-seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2006,JAGUAR,X-TYPE SPORT BRAKE,STATION WAGON - SMALL,3.0,8,M6,Z,12.1,6.9,9.8,29,225
2013,ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,16.3,10.4,13.7,21,315
2008,BMW,328i,COMPACT,3.0,6,A6,Z,11.1,7.0,9.3,30,214
2006,HYUNDAI,SANTA FE,SUV,2.7,6,A4,X,12.1,8.6,10.5,27,242
2015,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.6,29,221
2006,CADILLAC,CTS,MID-SIZE,2.8,6,AS5,X,13.1,8.1,10.8,26,248
2019,Ford,EcoSport AWD,SUV: Small,2.0,4,AS6,X,10.2,8.0,9.3,30,218
2009,CHEVROLET,EXPRESS CARGO,VAN - CARGO,5.3,8,A4,X,15.4,11.2,13.5,21,310
2020,Hyundai,Sonata,Full-size,2.5,4,AS8,X,8.8,6.4,7.7,37,182
2008,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,M6,X,14.5,10.6,12.8,22,294
2016,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.5,7.2,8.5,33,198
2007,CADILLAC,CTS,MID-SIZE,2.8,6,AS5,X,13.1,8.1,10.8,26,248
2016,MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Z,13.6,10.2,12.0,24,281
2011,DODGE,CALIBER,MID-SIZE,2.4,4,AV,X,9.5,7.2,8.5,33,196
2004,KIA,SPECTRA,COMPACT,1.8,4,M5,X,10.0,6.8,8.6,33,198
2009,AUDI,Q7,SUV,4.2,8,AS6,Z,16.1,11.2,13.9,20,320
2007,SUZUKI,GRAND VITARA 4X4,SUV,2.7,6,A5,X,12.4,9.3,11.0,26,253
2006,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,14.3,10.3,12.5,23,288
